id,target
9477,0
9478,0
9479,1
9483,0
9487,0
9494,0
9497,0
9498,0
9506,0
9512,0
9514,0
9515,0
9516,0
9517,0
9518,0
9521,0
9523,0
9527,0
9528,0
9530,0
9532,0
9534,0
9535,0
9536,0
9543,0
9544,0
9545,0
9546,0
9549,1
9558,0
9560,1
9561,0
9570,0
9573,0
9578,1
9584,0
9587,0
9588,0
9599,0
9601,0
9604,0
9614,0
9615,0
9621,0
9622,0
9623,0
9624,0
9626,0
9628,0
9630,0
9631,0
9633,0
9635,0
9637,0
9641,0
9647,0
9648,0
9649,0
9658,0
9662,1
9668,0
9671,0
9676,0
9677,0
9679,0
9682,0
9685,0
9689,0
9692,0
9693,0
9694,1
9696,0
9700,0
9711,0
9713,0
9720,0
9721,0
9725,0
9726,1
9727,0
9735,0
9740,0
9742,0
9743,0
9747,0
9748,0
9751,0
9758,0
9767,0
9768,0
9773,1
9777,0
9781,0
9784,1
9786,0
9789,0
9792,0
9793,0
9798,0
9799,0
9802,1
9803,1
9804,0
9805,0
9807,0
9809,0
9811,0
9814,0
9817,0
9821,0
9824,0
9825,0
9827,0
9839,0
9840,0
9843,0
9844,0
9845,0
9847,0
9848,0
9851,0
9852,1
9855,0
9856,0
9863,0
9867,0
9871,0
9876,0
9879,0
9882,0
9891,0
9892,0
9893,0
9895,0
9899,0
9900,0
9902,0
9903,0
9904,0
9908,0
9913,0
9914,0
9917,0
9922,0
9924,1
9926,0
9927,0
9928,0
9929,0
9936,1
9939,0
9947,1
9951,1
9954,0
9956,0
9957,0
9959,0
9962,0
9964,0
9966,0
9968,1
9969,0
9970,0
9975,0
9977,0
9981,0
9993,0
9996,0
9997,0
9999,0
10002,0
10007,1
10015,0
10019,1
10022,0
10024,0
10026,0
10033,1
10043,0
10046,0
10051,0
10053,0
10062,1
10063,0
10065,0
10068,0
10078,0
10086,1
10094,0
10095,0
10096,0
10097,0
10103,0
10104,0
10108,0
10122,0
10123,0
10128,0
10131,0
10133,1
10134,0
10135,0
10145,0
10148,0
10154,0
10155,1
10158,0
10160,0
10161,0
10162,0
10165,0
10166,0
10167,0
10170,0
10178,0
10180,0
10181,0
10185,0
10188,0
10190,0
10196,0
10200,0
10205,0
10211,0
10216,1
10219,0
10221,0
10225,1
10227,0
10228,0
10230,0
10232,1
10233,0
10235,0
10238,0
10240,0
10242,1
10248,0
10254,0
10257,1
10261,0
10262,0
10266,0
10267,0
10271,0
10277,0
10279,0
10281,1
10282,0
10285,0
10292,0
10298,0
10300,0
10309,0
10311,1
10312,0
10319,0
10324,0
10326,0
10328,0
10343,0
10346,0
10347,1
10353,0
10354,0
10356,0
10357,0
10362,0
10363,0
10370,0
10373,0
10386,0
10388,0
10389,0
10391,1
10397,0
10400,0
10403,0
10404,0
10408,0
10417,1
10425,1
10435,0
10437,0
10438,0
10440,0
10442,0
10447,0
10452,0
10453,0
10454,0
10459,0
10460,0
10463,1
10465,0
10469,0
10474,0
10475,1
10476,0
10477,0
10480,0
10491,0
10493,0
10494,0
10495,1
10497,0
10501,1
10504,0
10507,0
10509,0
10510,1
10512,0
10514,0
10526,0
10528,0
10530,1
10531,0
10532,0
10538,0
10539,0
10542,0
10547,0
10549,0
10556,1
10569,0
10572,0
10577,0
10579,0
10586,0
10594,0
10595,0
10597,0
10602,0
10604,0
10614,0
10617,0
10618,0
10619,0
10624,0
10633,0
10634,0
10635,0
10638,0
10639,0
10642,0
10643,0
10645,0
10646,0
10649,0
10652,0
10653,0
10654,0
10661,0
10664,1
10668,0
10670,1
10674,0
10683,0
10694,0
10697,0
10699,0
10701,0
10703,0
10713,0
10714,0
10716,0
10717,0
10719,0
10725,1
10728,0
10734,0
10738,0
10740,0
10742,1
10756,0
10757,0
10758,0
10761,0
10762,0
10773,0
10778,0
10781,0
10791,0
10792,0
10796,0
10797,0
10801,0
10804,0
10806,0
10807,0
10816,0
10820,0
10828,0
10836,0
10838,0
10845,0
10856,0
10857,0
10858,0
10861,0
10865,0
10868,0
10874,0
10875,0
